Restaurant_ID,Restaurant.Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Aggregate_rating,Votes,top_dishes
18022206,Antares,Goa,"Small Vagator Beach, Ozran, Vagator, Goa",Vagator,0.0,0.0,Seafood,2000,No,No,No,4.2,367,"['Clams', 'Oysters', 'Salmon', 'Sardines', 'Trout']"
18396451,K Lab,Gurgaon,"Shop GF-18, ILD Trade Centre, Sector 47, Near Sohna Road, Gurgaon",ILD Trade Centre Mall,77.0393103,28.4248315,"Cafe, Beverages",350,No,No,No,3.4,16,"['CafÃ© au Lait', 'Latte', 'Cortado', 'Smoothie', 'Juice']"
18237941,Pind Balluchi,Gurgaon,"112/112-A, 1st Floor, ILD Trade Centre, Near Subhash Chowk, Sohna Road, Gurgaon",ILD Trade Centre Mall,77.0392204,28.4249125,"North Indian, Mughlai",800,Yes,Yes,No,2.7,80,"['Pav Bhaji', 'Samosa', 'Kadai Paneer', 'Mutton Korma', 'Kheema']"
2787,Punjab Grill,Gurgaon,"3rd Floor, Ambience Mall, Gurgaon",Ambience Mall,77.0971178,28.5030769,"North Indian, Mughlai",2000,Yes,Yes,No,4.3,1887,"['Biryani', 'Aloo Paratha', 'Chaat', 'Mutton Korma', 'Korma']"
3431,Zambar,Gurgaon,"3rd Floor, Ambience Mall, Gurgaon",Ambience Mall,77.0971853,28.5026128,"South Indian, Seafood, Kerala",1400,Yes,Yes,No,4.0,802,"['Puttu', 'Kerala Parotta', 'Octopus', 'Lobster', 'Thalassery Biryani']"
303699,Cakes & More,Gurgaon,"27, Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",Ansal Plaza Mall,77.0420091,28.5114162,Bakery,250,No,No,No,3.0,4,"['Brownie', 'Focaccia', 'Cupcake', 'Muffin', 'Macaron']"
5915,Kwality Wall's Swirl's,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",Ansal Plaza Mall,77.0419641,28.5114567,Ice Cream,200,No,No,No,3.0,5,"['Cookie Dough', 'Mint Chocolate Chip', 'Cherry', 'Rocky Road', 'Pistachio']"
7076,Yo! Dimsum,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",Ansal Plaza Mall,77.0420091,28.5115059,Chinese,200,No,No,No,3.0,10,"['Cantonese Cuisine', 'Peking Duck', 'Manchurian', 'Noodles', 'Hot and Sour Soup']"
311866,Mx Corn,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",Ansal Plaza Mall,77.0418253,28.5114067,Fast Food,100,No,No,No,0.0,2,"['Donuts', 'Fish and Chips', 'Poutine', 'Chicken Sandwich', 'Pizza']"
300439,Red,Gurgaon,"5, Sector 52 A, Near Ardee City, Gurgaon",Ardee City,77.08785083,28.44070881,"Japanese, Thai, Chinese",1200,No,Yes,No,3.0,57,"['Tofu', 'Takoyaki', 'Massaman Curry', 'Panang Curry', 'Orange Chicken']"
18458334,Rocketchefs,Gurgaon,"IOCL Petrol Pump, Ardee City, Gurgaon",Ardee City,77.0855313,28.4423933,"Pizza, Desserts",500,No,Yes,No,3.1,4,"['Greek', 'Meat Lovers', 'White Pizza', 'Peda', 'Gajar Halwa']"
18353710,The Fresh Chicken Store,Gurgaon,"C Block Market, Sector 52, Ardee City, Gurgaon",Ardee City,77.0757671,28.4418793,"Raw Meats, Fast Food",350,No,No,No,2.9,4,"['Kibbeh', 'Koi Soi', 'Larb', 'Tacos', 'Pizza']"
18291229,Achoos Food Corner,Gurgaon,"Vohra Market, Near Government School, Ardee City, Gurgaon",Ardee City,77.0787681,28.4347278,"South Indian, Chinese, Mughlai",450,No,No,No,0.0,0,"['Medu Vada', 'Sambar', 'Sesame Chicken', 'Chow Mein', 'Sheermal']"
18398616,Aha Bites,Gurgaon,"Shop 19, Baba Chitru Complex, Sector 52, Near, Ardee City, Gurgaon",Ardee City,77.0898569,28.4308575,"Fast Food, North Indian",300,No,No,No,0.0,0,"['Burritos', 'Milkshake', 'Fried Chicken', 'Pani Puri', 'Tandoori Chicken']"
18430561,Ancient Spice,Gurgaon,"Ardee City, Gurgaon",Ardee City,77.0780576,28.432548,"North Indian, Chinese",300,No,No,No,0.0,2,"['Kadai Paneer', 'Chaat', 'Aloo Paratha', 'Dim Sum', 'Sesame Chicken']"
18445248,Chimney - The Takeaway,Gurgaon,"C-51, Sector 52, Ardee City, Gurgaon",Ardee City,77.078405,28.440599,"North Indian, South Indian, Chinese",500,No,No,No,0.0,1,"['Kulfi', 'Aloo Paratha', 'Vada', 'Appam', ""General Tso's Chicken""]"
18313132,Costa Coffee,Gurgaon,"Ground Floor, Artemis Hospital, Sector 51, Ardee City, Gurgaon",Ardee City,77.0735119,28.4319102,Cafe,600,No,No,No,0.0,2,"['Frappuccino', 'Affogato', 'CafÃ© au Lait', 'Latte', 'Flat White']"
18433874,Good to Go,Gurgaon,"D12/12b, Ardee City, Gurgaon",Ardee City,77.0738947,28.436274,Raw Meats,500,No,Yes,No,0.0,1,"['Koi Soi', 'Yukhoe', 'Steak Tartare', 'Carpaccio', 'Larb']"
18291231,Gopi Sweets & Caters,Gurgaon,"Vohra Market, Near Government School, Ardee City, Gurgaon",Ardee City,77.0787448,28.4346864,"Mithai, North Indian",100,No,No,No,0.0,0,"['Kalakand', 'Patishapta', 'Ghevar', 'Rogan Josh', 'Pav Bhaji']"
18477541,Late Night Food,Gurgaon,"Ardee City, Gurgaon",Ardee City,0.0,0.0,"North Indian, Chinese, Fast Food",500,No,No,No,0.0,1,"['Palak Paneer', 'Samosa', 'Cantonese Cuisine', 'Orange Chicken', 'Chicken Sandwich']"
18352271,Lavi Foji Dhaba,Gurgaon,"Shop 4, B Block, Vicky Market, Ardee City, Gurgaon",Ardee City,77.081492,28.4406523,North Indian,200,No,No,No,0.0,0,"['Gulab Jamun', 'Rogan Josh', 'Samosa', 'Kadai Paneer', 'Rajma']"
18291233,Narayan Fast Food Home,Gurgaon,"Vohra Market, Near Government School, Ardee City, Gurgaon",Ardee City,77.0762723,28.4353217,"North Indian, Chinese",350,No,No,No,0.0,0,"['Butter Chicken', 'Rogan Josh', 'Tandoori Chicken', 'Chow Mein', 'Chilli Chicken']"
18441809,OMG Kitchenz,Gurgaon,"Opposite Block D-10, Sector 52, Ardee City, Gurgaon",Ardee City,77.0728193,28.4370922,"South Indian, Street Food",300,No,No,No,0.0,1,"['Uttapam', 'Appam', 'Bisi Bele Bath', 'Chaat', 'Shawarma']"
18349508,OMG Tiffinz,Gurgaon,"1797, Gate 3, Opposite Block D-10, Sector 52, Ardee City, Gurgaon",Ardee City,77.0728605,28.4371161,"North Indian, Chinese",250,No,No,No,0.0,0,"['Dal Makhani', 'Pani Puri', 'Palak Paneer', 'Noodles', 'Mapo Tofu']"
18217127,Sardarji Chicken Point,Gurgaon,"C Block, Near Walking Park, Ardee City, Gurgaon",Ardee City,77.0754948,28.4394519,"North Indian, Chinese",500,No,No,No,0.0,1,"['Pani Puri', 'Paneer Tikka', 'Palak Paneer', 'Sweet and Sour Chicken', 'Dumplings']"
18471335,Solty Hotel,Gurgaon,"Mata Road, Wazirabad, Ardee City, Gurgaon",Ardee City,77.0837565,28.430634,North Indian,200,No,No,No,0.0,0,"['Samosa', 'Naan', 'Rajma', 'Kadai Paneer', 'Dal Makhani']"
18458335,Tanishk Gourmet Indian,Gurgaon,"VPO, Wazirabad, Sector 52, Ardee City, Gurgaon",Ardee City,0.0,0.0,"North Indian, Mughlai, Seafood",800,No,No,No,0.0,0,"['Pani Puri', 'Paneer Tikka', 'Korma', 'Seekh Kebab', 'Tuna']"
18429842,The Burger Chef,Gurgaon,"C Block, Sector 52, Ardee City, Gurgaon",Ardee City,77.0756612,28.4419493,Fast Food,350,No,No,No,0.0,3,"['Fried Chicken', 'Poutine', 'Gyros', 'Soda', 'Fish and Chips']"
5904,Club Tokyo - Best Western Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, 1 Old Judicial Complex, Sector 15, Gurgaon",Best Western Skycity Hotel,77.0347151,28.4580879,Japanese,1500,Yes,No,No,2.8,13,"['Wagyu', 'Sashimi', 'Tonkatsu', 'Tofu', 'Katsu Curry']"
5876,Lattitude - Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, 1, Old Judicial Complex, Sector 15, Gurgaon",Best Western Skycity Hotel,77.0349627,28.4582412,"North Indian, Chinese, Continental",2500,Yes,No,No,2.9,15,"['Butter Chicken', 'Palak Paneer', 'Mapo Tofu', 'Chow Mein', 'Spaghetti Carbonara']"
872,Bisque Bakery,Gurgaon,"133/134, Central Arcade, DLF Phase 2, Gurgaon",Central Arcade,77.0857204,28.4807592,"Bakery, Fast Food",500,No,Yes,No,3.9,415,"['Muffin', 'Danish Pastry', 'Tiramisu', 'Milkshake', 'Falafel']"
18365849,Behrouz Biryani,Gurgaon,"Sector 53, Gurgaon",Central Plaza Mall,77.1006623,28.4434069,Biryani,600,No,Yes,No,3.4,36,"['Ambur Biryani', 'Chicken Biryani', 'Tehari', 'Tahari', 'Malabar Biryani']"
227,Domino's Pizza,Gurgaon,"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1010066,28.4428671,"Pizza, Fast Food",700,No,No,No,3.4,104,"['Margherita', 'Four Cheese', 'Capricciosa', 'Tacos', 'Burritos']"
3446,Giani,Gurgaon,"GF-11, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1009167,28.4430378,"Ice Cream, Desserts",400,No,Yes,No,3.4,70,"['Coffee', 'Vanilla', 'Black Forest', 'Laddu', 'Barfi']"
300100,PizzaVito,Gurgaon,"Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1007369,28.4431102,"Italian, Pizza, Lebanese",900,Yes,Yes,No,3.3,218,"['Panna Cotta', 'Ravioli', 'Meat Lovers', 'Calzone', 'Falafel']"
8597,Shawarma House,Gurgaon,"2, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1010965,28.4426964,Lebanese,500,No,Yes,No,3.4,225,"['Moutabal', 'Kebab', 'Shawarma', 'Knafeh', 'Kafta']"
3449,Subway,Gurgaon,"G-6, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1009167,28.4430378,"American, Fast Food, Salad, Healthy Food",500,No,Yes,No,2.5,150,"['BBQ Ribs', 'Hamburger', 'Brownies', 'Pizza', 'Chicken Nuggets']"
303749,Asian Bistro,Gurgaon,"F10/F11, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1008268,28.4429395,"Chinese, Thai, North Indian, Japanese",1600,Yes,Yes,No,3.8,184,"['Dim Sum', 'Kung Pao Chicken', ""General Tso's Chicken"", 'Tom Kha Gai', 'Laab']"
18349898,BBQ Factory,Gurgaon,"Ground Floor 1, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1009883,28.442717,North Indian,1400,Yes,Yes,No,3.9,146,"['Biryani', 'Pani Puri', 'Palak Paneer', 'Gulab Jamun', 'Kulfi']"
18349892,Faaso's,Gurgaon,"Shop 18, Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon",Central Plaza Mall,77.1005772,28.443403,"North Indian, Fast Food",600,No,Yes,No,3.6,33,"['Butter Chicken', 'Pav Bhaji', 'Aloo Paratha', 'Tacos', 'Burritos']"
18425752,Chaayos,Gurgaon,"13 & 28, Central Plaza, Golf Course Road, Gurgaon",Central Plaza Mall,77.1007871,28.4431891,"Cafe, Tea",400,No,Yes,No,4.3,48,"['Red Eye', 'Doppio', 'Irish Coffee', 'Hong Kong Milk Tea', 'Masala Chai']"
7507,Mosaic - Country Inn & Suites,Gurgaon,"Country Inn & Suites by Carlson, Sector 29, Gurgaon",Country Inn & Suites by Carlson,77.0676442,28.4619878,"North Indian, Asian, Continental",1500,Yes,No,No,3.8,91,"['Rajma', 'Butter Chicken', 'Takoyaki', 'Taiwanese Beef Noodles', 'Creme Brulee']"
300490,60 ML - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon",Country Inn & Suites by Carlson,77.0376911,28.468336,Finger Food,1000,Yes,No,No,3.0,7,"['Buffalo Wings', 'Bruschetta', 'Stuffed Peppers', 'Potato Skins', 'Spinach Dip']"
300488,Mosaic - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon",Country Inn & Suites by Carlson,77.037781,28.4684343,"Continental, North Indian, Chinese",1800,Yes,No,No,3.5,37,"['Creme Brulee', 'Paella', 'Chaat', 'Gulab Jamun', 'Fried Rice']"
18306521,Big Shot Bar - Country Inn & Suites,Gurgaon,"Country Inn & Suites By Carlson, 406, Phase 3, Udyog Vihar, Gurgaon",Country Inn & Suites By Carlson,77.0918351,28.5092246,"Chinese, Italian, North Indian",2200,Yes,No,No,3.5,32,"['Spring Rolls', 'Sweet and Sour Chicken', 'Caprese Salad', 'Pasta', 'Biryani']"
309090,Mosaic - Country Inn & Suites By Carlson,Gurgaon,"Country Inn & Suites By Carlson, 10th KM Stone, Bhondsi, Sohna Road, Gurgaon",Country Inn & Suites,77.0684986,28.3349418,"North Indian, Chinese, Italian, Continental",1300,Yes,No,No,3.4,19,"['Pav Bhaji', 'Aloo Paratha', 'Chole Bhature', 'Chilli Chicken', 'Peking Duck']"
18441709,Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon",Courtyard by Marriott,77.080367,28.460925,"Chinese, North Indian, Italian",2700,No,No,No,3.2,6,"['Manchurian', 'Noodles', 'Paneer Tikka', 'Gulab Jamun', 'Bruschetta']"
18441707,Courtyard Grill - Courtyard by Marriott,Gurgaon,"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon",Courtyard by Marriott,77.080367,28.460925,"Chinese, North Indian, Italian",2500,No,No,No,0.0,3,"['Sweet and Sour Chicken', 'Spring Rolls', 'Dal Makhani', 'Paneer Tikka', 'Tiramisu']"
304832,Di Ghent Boulangerie,Gurgaon,"Shop 212/214, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.0835375,28.46836827,"Cafe, Belgian",1700,No,No,No,3.9,231,"['Cortado', 'Doppio', 'Long Black', 'Brussels Sprouts', 'Boudin Blanc']"
311297,Khyen Chyen,Gurgaon,"G 11, DLF Cross Point Mall, Opposite Galleria Market, DLF Phase 4, Gurgaon",Cross Point Mall,77.0832475,28.4683741,Kashmiri,800,Yes,Yes,No,3.7,364,"['Dum Aloo', 'Kahwa', 'Mujh Gaad', 'Nadir Yakhni', 'Monje']"
303858,The Pint Room,Gurgaon,"1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.0830226,28.4683973,"Finger Food, Continental, Italian",1700,Yes,No,No,3.7,127,"['Pigs in a Blanket', 'Bruschetta', 'Caesar Salad', 'Fish Pie', 'Gelato']"
302288,Tughlaq,Gurgaon,"Shop 217, 2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.08390966,28.46844136,"North Indian, Mughlai, Chinese, Seafood",1000,No,Yes,No,3.5,351,"['Gulab Jamun', 'Kadai Paneer', 'Lassi', 'Murgh Rezala', 'Pasanda']"
18233573,Big Wong XL,Gurgaon,"116, 117, & 130, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.0834723,28.4681716,"Chinese, Thai, Sushi",1500,Yes,Yes,No,4.0,162,"['Chilli Chicken', 'Szechwan Cuisine', 'Sesame Chicken', 'Tom Yum Goong', 'Massaman Curry']"
309015,Bunker,Gurgaon,"Shop 204-206, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.0831126,28.4682267,"Continental, North Indian, Chinese, Italian",1300,Yes,No,No,4.2,248,"['Beef Wellington', 'Creme Brulee', 'Risotto', 'Kulfi', 'Pani Puri']"
18382344,Culture Cafe,Gurgaon,"2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon",Cross Point Mall,77.0837421,28.4681975,"Mediterranean, Continental",1500,Yes,Yes,No,4.2,144,"['Kebab', 'Kushari', 'Gyro', 'Fish Pie', 'Caprese Salad']"
18254537,Nowhere Terrace Brewpub Cafe,Gurgaon,"2nd Floor, Cross Point Mall, Galleria Market DLF Phase 4, Gurgaon",Cross Point Mall,77.083048,28.468314,"Continental, European, Asian, North Indian, Chinese, Italian",1600,Yes,No,No,4.1,214,"['Caprese Salad', 'Quiche', ""Shepherd's Pie"", 'Crepes', 'Taiwanese Beef Noodles']"
4358,Cafe G - Crowne Plaza,Gurgaon,"Crowne Plaza, NH-8, Sector 29, Gurgaon",Crowne Plaza,77.0600891,28.4684326,"North Indian, Continental, Chinese",3500,Yes,No,No,3.9,181,"['Aloo Paratha', 'Kadai Paneer', 'Quiche', 'Risotto', 'Crab Rangoon']"
2443,Wildfire - Crowne Plaza,Gurgaon,"Crowne Plaza, National Highway 8, Sector 29, Gurgaon",Crowne Plaza,77.0599093,28.4684152,South American,5000,Yes,No,No,3.7,131,[]
270,Isabella,Gurgaon,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon",Cyber Greens,77.0928243,28.4937229,"North Indian, Mughlai, Chinese",700,No,Yes,No,2.8,191,"['Lassi', 'Chaat', 'Malpua', 'Kheema', 'Szechwan Cuisine']"
309252,Fatburger,Gurgaon,"102, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0882416,28.4947571,"American, Mexican",1000,Yes,Yes,No,3.3,793,"['Hamburger', 'BBQ Ribs', 'Fried Chicken', 'Pozole', 'Mole']"
18303709,Burma Burma,Gurgaon,"Ground Floor, Shop 6, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0887329,28.4946295,"Asian, Burmese",1500,Yes,No,No,4.6,563,"['Gyoza', 'Taiwanese Beef Noodles', 'Tonkatsu', 'Bein Mont', 'Tohu Nway']"
18409224,Pier 38,Gurgaon,"Shop 106-107, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886429,28.4950691,"Persian, Arabian, Lebanese, North Indian",1200,No,No,No,4.6,177,"['Mansaf', 'Kabsa', 'Manakish', 'Mujadara', 'Rajma']"
18277179,Yum Yum Cha,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0885987,28.4950762,"Chinese, Japanese, Sushi",1800,No,No,No,4.5,407,"['Manchurian', 'Dim Sum', 'Hot and Sour Soup', 'Sukiyaki', 'Tofu']"
308570,Amici Cafe,Gurgaon,"Shop 15, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0889781,28.4955391,"Cafe, Italian, Pizza",1200,Yes,Yes,No,3.7,647,"['Long Black', 'Frappuccino', 'Lasagna', 'Carbonara', 'Hawaiian']"
308263,Au Bon Pain,Gurgaon,"K-1, Ground Floor, Near Building 8, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.088508,28.494832,"Cafe, Bakery",600,No,Yes,No,3.7,503,"['Irish Coffee', 'Ristretto', 'Doppio', 'Brioche', 'Focaccia']"
306133,California Pizza Kitchen,Gurgaon,"11, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952975,"Pizza, Italian",2500,Yes,Yes,No,3.7,980,"['Tandoori Chicken', 'Pesto', 'Calzone', 'Calzone', 'Lasagna']"
306142,Chai Point,Gurgaon,"K-5, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0888677,28.4952251,"Tea, Fast Food",200,No,Yes,No,3.7,544,"['Jasmine Tea', 'Rooibos Tea', 'Green Tea', 'Poutine', 'Onion Rings']"
308609,Cherry Comet,Gurgaon,"K-5/A, Near Building 8-B Entrance, Cyber hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0888677,28.4953148,"Ice Cream, Desserts",400,No,Yes,No,3.6,455,"['Bubble Gum', 'Black Forest', 'Coconut', 'Sandesh', 'Barfi']"
18383453,Circus,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0888677,28.495763,"North Indian, Chinese, Italian",1250,Yes,No,No,3.9,230,"['Pav Bhaji', 'Chicken Tikka Masala', 'Kung Pao Chicken', 'Szechwan Cuisine', 'Panini']"
305478,Dunkin' Donuts,Gurgaon,"K-3A, Cyber Hub, Phase 2, DLF Cyber City, Gurgaon",Cyber Hub,77.0887329,28.4951674,"Burger, Desserts, Fast Food",600,No,Yes,No,3.8,701,"['Animal Style Burger', 'Impossible Burger', 'Barfi', 'Gajar Halwa', 'Milkshake']"
308357,Holy Smoke,Gurgaon,"103, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0883732,28.4947742,"Steak, American",1800,Yes,No,No,3.6,313,"['Cube Steak', 'Sirloin', 'Ribeye', 'Pancakes', 'Buffalo Wings']"
306128,Italiano,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.088598,28.4951096,Italian,1500,Yes,No,No,3.6,625,"['Osso Buco', 'Pizza', 'Panna Cotta', 'Focaccia', 'Minestrone Soup']"
308020,Krispy Kreme,Gurgaon,"K-4/A, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952079,"Desserts, Beverages",350,No,Yes,No,3.9,425,"['Rasmalai', 'Halwa', 'Rabri', 'Espresso', 'Hot Chocolate']"
309883,Not Just Paranthas,Gurgaon,"Shop 108, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.088598,28.4951096,North Indian,1100,No,No,No,3.6,734,"['Naan', 'Chole Bhature', 'Gulab Jamun', 'Rajma', 'Butter Chicken']"
306132,Oh! Calcutta,Gurgaon,"9, Ground Floor, Cyber Hub, Opposite Gateway Towers, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952079,"Bengali, Seafood",1700,Yes,Yes,No,3.8,706,"['Haddock', 'Caviar', 'Octopus', 'Snapper', 'Salmon']"
306956,Olive Bistro,Gurgaon,"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0878786,28.4945922,"Mediterranean, Italian, European",2000,Yes,No,No,3.9,1490,"['Tzatziki', 'Shawarma', 'Lasagna', 'Cannoli', 'Raclette']"
305862,Pita Pit,Gurgaon,"K3-B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886429,28.4950691,"Healthy Food, Salad",600,No,Yes,No,3.9,870,"['Smoothie Bowl', 'Chia Pudding', 'Steamed Vegetables', 'Pasta Salad', 'Avocado Salad']"
307309,Raasta,Gurgaon,"2nd Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0883732,28.4953121,"Continental, Italian",2000,Yes,Yes,No,3.8,1065,"['Greek Salad', 'Caesar Salad', 'NiÃ§oise Salad', 'Ravioli', 'Focaccia']"
306131,Red Mango,Gurgaon,"K-4B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952079,"Cafe, Desserts",700,No,Yes,No,3.6,365,"['Macchiato', 'Turkish Coffee', 'Irish Coffee', 'Gulab Jamun', 'Halwa']"
306127,Rred Hot Asian Bistro,Gurgaon,"110, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4953871,"Chinese, Japanese, Thai, Asian",1400,Yes,Yes,No,3.5,384,"['Sesame Chicken', 'Orange Chicken', 'Dumplings', 'Bento', 'Matcha']"
313149,Smaaash,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0889127,28.4950054,"North Indian, Thai, Continental",1400,No,No,No,3.9,622,"['Pav Bhaji', 'Biryani', 'Tom Yum', 'Thai Fried Rice', 'NiÃ§oise Salad']"
306001,Starbucks,Gurgaon,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0891982,28.4956457,Cafe,700,No,No,No,3.9,560,"['Cappuccino', 'Affogato', 'Turkish Coffee', 'Vienna Coffee', 'Americano']"
308016,Sutra Gastropub,Gurgaon,"201-202, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0883282,28.4948147,"Mediterranean, European, American, North Indian",2300,No,No,No,3.8,1046,"['Souvlaki', 'Spanakopita', 'Tabbouleh', 'Goulash', 'Croissant']"
18336509,Taco Bell,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0883113,28.4942639,"Mexican, Fast Food",550,No,Yes,No,3.8,176,"['Enchiladas', 'Mexican Rice', 'Pozole', 'Ice Cream', 'Onion Rings']"
18336176,The People & Co.,Gurgaon,"Ground Floor, DLF Cyber City, Gurgaon",Cyber Hub,77.0887778,28.4949476,"Continental, Italian",1700,Yes,No,No,3.7,173,"['Quiche', 'Coq au Vin', 'Caprese Salad', 'Panini', 'Calzone']"
18383472,Theobroma,Gurgaon,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4947597,"Bakery, Cafe",600,No,Yes,No,3.8,227,"['Muffin', 'Focaccia', 'Croissant', 'Cortado', 'CafÃ© BombÃ³n']"
18292448,Wendy's,Gurgaon,"2-A, UGF/A, Ground Floor, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0875189,28.4949162,"Burger, Fast Food",400,No,Yes,No,3.9,296,"['Jucy Lucy', 'Beyond Burger', 'BBQ Burger', 'Soda', 'Milkshake']"
306134,The Wine Company,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0890476,28.4962285,"Italian, European",2000,Yes,No,No,2.4,2412,"['Osso Buco', 'Focaccia', 'Gelato', 'Pretzel', 'Wiener Schnitzel']"
306946,Cafe Delhi Heights,Gurgaon,"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952079,"Continental, American, Italian, Seafood, North Indian, Cafe",2000,No,No,No,4.0,1840,"['Risotto', 'NiÃ§oise Salad', 'Mac and Cheese', 'Key Lime Pie', 'Gnocchi']"
18289242,Cyber Hub Social,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.088508,28.4939356,"Continental, American, Asian, North Indian",1500,Yes,Yes,No,4.3,716,"['NiÃ§oise Salad', 'Hamburger', 'Risotto', 'Reuben Sandwich', 'Apple Pie']"
18277030,Delifrance - The France Cafe Bakery,Gurgaon,"Building 10, Tower B,  Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.08856095,28.49427139,"Cafe, Bakery, Desserts",800,Yes,Yes,No,4.0,199,"['Frappuccino', 'Long Black', 'Danish Pastry', 'Fruit Tart', 'Kaju Katli']"
306153,Dhaba By Claridges,Gurgaon,"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4953871,North Indian,2000,Yes,Yes,No,4.0,1658,"['Rogan Josh', 'Kadai Paneer', 'Chole Bhature', 'Butter Chicken', 'Dal Makhani']"
308022,Farzi Cafe,Gurgaon,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Cyber Hub,77.0886879,28.4952079,Modern Indian,2200,No,No,No,4.3,4385,"['Chole Bhature', 'Pav Bhaji', 'Samosa', 'Tandoori Chicken', 'Palak Paneer']"
